text,labels
@user ليس الحوثي بل خاشقجي  في القنصليه يا بعران اشربوا بول البعير كما اوصاكم الرسول ههههههههههههه لعن الله… @url,1
اتدرى يا بول البعير,1
إذا أنت مُحارب من الجميع، لا يعني بأنك ناجح والناجح مُحارب، يمكن من جد من جد أنت خنزير يعني.,1
@user يا خنازير إيران الفارسيه واسرائيل الملعونه انتم في انحسار والجيش الوطني والمقاومة والتحالف العربي كل… @url,1
@user وكمن زانية سترت نفسها فغفر الله لها.. وكمن متبرجة جاهرت بالمعصية عذبها الله..,1
المراجع الشّيعيّة عتلانين همّ المرأة الشيعيّة تشرب شاي بالشّارع لأن كلّ شي فيها عورة,0
@user وش ذي البنت الجرائيه اللي بتسوي كذا ياخي مالك شغله الا الحريم انت وسكسوكت الخرا,1
السعودية قبلهم عملت نفس الخطوة وشغّالين بصمت تام...و تسمع فجأة سبرآآيز شرب بول البعير لا يجوز...,1
@user يا بهيم مش هيك بركبو مقطع فيديو حتى بالكذب فاشلين العمى بقلبكن بشو بدكن تفهو يا اخفاد القدرة والخنازير… @url,1
احنا بنخاف نمشي ف الشارع م التحرش و الناس بتقول للشوية الباقيين اقلعوا,1
@user وبعد قراءة ما تقيئ به خنازير الدب الداشر أدعو الله ان يجعلك سببا لزيادة غيضهم إلى ان يموتوا كمدا.,1
التحرش كثقافة، كأغنية او فيلم او سكيتش كوميدي او كاريكاتير. @url,1
@user يا خنازير اذا كان تحت ضروف قسريه كيف قلتو في تغريده سابقه انه (طالب) ولي العهد بخصوص قضية خاشقجي بلهجت المعارض المستنكر,0
@user هههههههههه ما يدرون عنكم مالكم أثر عندهم انتو وسخ مدفون نحت التراب,1
@user والله شي مؤسف   من محتشمه الى متبرجه  ياحسافه ... @url,0
@user يعقب ولا تعقب   هذا   من  اللى يتجمعون  بالاستراحات   جامعتهم  الحريم  ويتفانون  بالخدمة   ومهمل  اهله  وسفاب  لحاهم عليهم بس,0
القبول حاجة مش بإيدينا يا جماعة والله ومش شرط إنه يكون الشخص وحش لا خالص هو احساس بييجي لوحده ومش سهل إنه يتغير هو مش زرار هندوس عليه يعني,0
@user ونطالب الزعيم السيسي بالشراسة فى التعامل مع خنازير حسن البنا وكلاب قطراءيل وتركاءيل واعدامهم وقتلهم أينما وجدوا,1
@user وش جاب اللي جاب.. قمر عند خنزير معدل بعمليات تجميل,1
@user نريد حفظ حقوق الرجل من التحرش,0
@user لعنة الله عليكم يا خنازير سوف ندعسكم ونخرجكم من جحوركم يا اتباع الفرس المجوسيه,1
@user لولم تكن خنزير لعرفت أن إسم الجلالة يطلق على ملك الملوك الواحد القهار العضيم الجبار الله عزوجل....لاكن مع… @url,1
@user ما فيها شي يطلعون الحريم يستانسون ويوسعون صدورهم.,0
@user وش تتوقعون من خنزير الدوحه,1
الأطفال اللاجئون فقدوا بيوتهم وأوطانهم ويجب ألا يفقدوا الأمل الذي يغرسه التعليم فيهم.,0
@user ههههههه يا خنزير ليه ما تصور لنا اليوم قدك هارب بكهوف مران يا جبان,1
@user يا متبرجه جوالك ابشرك من علامات الساعه الصغرى بابقره ياحماره يا ق ح ب,1
@user كل تراب يا خنزير لعنك الله يا كلب ونكل الله بك..,1
@user مهوب حرام ولا خطاء سواقة الحريم اللي يشوف نفسة انه بحاجة يسوق ــ انا كل يوم الصبح اشوف ٥ حريم يسوقن,0
@user وعندما كنا نقول  أن سياسات الممانعة لا يجب أن تتحول الى سياسات ممايعة كان السوريون  يعتقدون أن تعليق… @url,0
@user ياريت والله مش خنزير حتالة هو,1
@user هذا يابو احمد  اعزك الله واعز المتابعين خنازير العرب لايفهمون من السياسه شئ ويدخلون انفسهم فيما لايعنيهم… @url,1
الناس بقوا يطرحوا مواضيع بنت وسخة و حلول اوسخ و تبريرات اوسخ و اوسخ و كل ما تيجي تكلم حد في حاجة يقولك ايه اللي دخل… @url,1
@user والحصاله الي ع شكل خنزير,0
@user ملوكه. تراني مطوعه مو مثلك منحرفة. هههههههه يخليكي تطيري. كلوتك,1
@user والله مورينهو اكبر من ناديكم يا خنازير,1
@user ماعندكم غير سالفة خاشقجي يا خوارج ام للتغطية على عقوبات شريفه وتحرير الحديده يا خنازير,1
- الحريم  دول حجر و ملبن جهنم في نفس ذات الوقت. -,0
@user ههههههههههه طول عمركم خنازير وعبيد لايران,1
@user ولا يهمك ده إعلام وسخ خصوصا عبد الناصر زيدان اوسخ خلق الله ربنا يحفظك ويحميك ياكابتن كلنا بنحبك كل جمهور الزمالك وراك يامحترم,1
@user كليزق انتي وياه لو فيه خير ماقفلت تويتر حسابه وراح للسناب يناقر الحريم ... كليزق مره ثانيه احتياط,1
@user هؤلاء مجرد أنعام، كرم الله الأنعام، وأنما خنازير بشريه، مأكلها خبيث ومشربها خبيث، ومسكنها خبيث، ول… @url,1
الرجّال لا يدخل ع قاعة الحريم ولا يتصور قدامهم.,0
العواذل بايره والوقت باير,1
@user مدري ليش نظره المجتمع للمطلقه انها بايره وغير مرغوب فيها والكل يشفق عليها ولا فكرو لحظه ان يمكن زوجها كان زق وفيه عيوب الدنيا,1
@user مسلسل فاشل و باخ منكم اووووي يا خنازير البنا و خليفة الشواذ وسعت منه علي الاخر,1
اذا كان جسد المرأة ولبسها سببا للتحرش بالواقع فما سبب التحرش في مواقع التواصل ؟ — سبب التحرش مش الجسد العقل والتربي… @url,0
@user وهل تركتم شيء في العماله لتنفذوا اجنده مجوسيه فارسيه ايرانيه يهوديه وما زيارة أكبر عدوا للإسلام والم… @user,0
@user يجب علينا ان ان نكون متيقضين جدا جتى لا تصبح بلدنا حلبه صراع بين شاربي بول البعير ومفخذي الرضع,1
@user هلا قرات عنها مافي شي براسها عن فلسطين و الاسلام فقط حقوق المرأه الاميركيه  من التحرش والمساواه وحقوق… @url,0
@user مو مشكله نشرب بول البعير بس ما ننهان من العالم يا ولد القحبه,1
@user يا هبيلة... حيلا استفرغت على تويتر يا معاق عقلي.. حق الطاقة يا حمار مش الباخرة,1
@user والمذابح التركيه في جزيره العرب تبا لكم با خنازير,1
@user من ناحية الحريم الشعر الكرلي لوحده ظبط نص بنات اوروبا .. والله محمد صلاح رفع راس العرب بنص بريطانيا,0
@user لأنك شارب بول البعير تعتقد أن إقتصاد الريع ينهض بالأمم  والدليل ان أغلب  السعوديين عاطلين  ونسبة الفقر… @url,1
السعودية الدولة الأكثر تطوراً في العالم في مجال أنتاج بول البعير  #غرد_مثل_موقع_القوات,1
استقبال كبير لأكثر واحد وسخ بالكون  هدفهم نكاية الاهلي ولكن اهانوا انفسهم بأنفسهم. @url,1
اعدموا خنازير البنا اللي أرهبت وقتلت وخربت ودمرت عايزين,1
انا لو ارتبطت ح ارتبط عشان كلمه بايرة البقت ملاحقاني في اي مكان دي,0
@user لابس نظارات كرمال كثافة إشعاعات بول البعير,1
@user يا حثالة انت مقرف جدا..وقميء.. وعبارة عن زبالة تنشر زبالتها في كل مكان.. انت خنزير ناطق وما تصدق غير ال… @url,1
@user وكما غردت انا سابقآ المحترمون يردون زواج البنات في عمر ١٠ سنوات ويردون التحرش بكل متبرجه أسوه بشيخهم المجلود هههه,1
@user كسمه ذا الداعشي ودي اطحنه واطحنه واطحنه واطحن اي احد يوافقه الرأي بأي حرف يقوله لانهم خنازير مثله,1
الله يكفينى شر الحريم,0
@user مال بول البعير,1
@user لحم خروف يعطيه الحكككة  ع خنزير كدة يعطيه الدياثة,1
@user ينظرون إلى التحرش في الغرب من خلال جهود مكافحته في الغرب نفسه,0
انضرو فى وجه هاذا الخنزير كيف غضب الله عليه خنزير اليهود ابن العاهره المستاجر من زريبة الخنازير تاج راسك محمد ابن س… @url,1
@user ماله شغل سواقه شباب او حريم,0
@user ونسيت بول البعير يا اجرب,1
الصابون، تاريخيا، أقدم منتج استخدمه الإنسان، تحديدا في العصر الحجري .. ومع ذلك لاا زال الإنسان وسخ .…,1
@user وجوه خنازير لعنهم الله,1
@user من لا يملك يعطي لمن لا يستحق ابشر بمعاده 300مليون عربي يا خنازير,1
@user وأنت خنزير! عاجبك ولا تبي زود؟!,1
@user لبسها واضح ضيق عشان كذا خطفها معاه حق صراحه هي متبرجه,0
@user #مكافحة_التحرش #قانون_مكافحة_التحرش يا متحرشة,1
@user مستنقع خنازير #جزيرة_شرق_سلوى,1
اسمها الخنزيره لأن كل من فيها خنازير,1
@user والله مسخ اليهود الى قرده و خنازير,0
@user يلعن المنشن اللي خليتك فيه ، انت تاكل خنزير زي اللي ياكلونه اخوياك ببلاد الكفر لندن,1
@user لو أنهم تخابروا مع اسرائيل أو خنازير الخمارات دولة آل منشار لتمت ترقيتهم,0
الصراع الأخير المتكرر بتاع التحرش ده محتاج وعي من الطرفين، الطرف الماسك طرف الدين و شايف انو الأمر الإ…,0
المهم الحريم مالقوا رجال إلا في الهلال,1
السر في الصورة.!!! فحين توضع صورة امرأة متبرجة يزداد عدد المتابعين بشكل كبير بغض النظر عن قيمة ما يكتب صاحب الصورة… @url,0
@user ممكن نعرف ليش البنت والرجال فرحانين بالتصوير معه هالنجس؟,0
@user نضف شاشتك يا وسخ,1
@user هذا كلام خنازير يهود العرب وهؤلاء من علامات الساعة,1
@user مو ظروري تبثي والله اخلاقك افضل لك من الشهره على حساب دينك تظهري متبرجة كاشفه شعرك والله انصحك اتركي ها المجال,0
@user هههه انت شرب بول البعير قد اذهب عقلك وبصرك ولم يجعلك تنظر وتفكر بصوره صحيحه انصحك ترك هذا المشروب والامتناع عن اكل الضب كذلك,1
@user لا مش حكم كلاب ده حكم خنازير الكلب اوفى وانضف من الخنازير ولاد الخنازير,1
@user هندوس ع وش الكل السنه دى باذن الله,0
@user وجه نظر.. اذا كان يمنع النقاب فنتمني عدم العرى من بعض البنات  حتي نقضي ع التحرش اهو يبقي ضربنا عصفورين @url,0
المشكله اكثر الحريم زوجناهم مسيار,0
@user ما سالفه بنت متبرجه ولا بنت متستره ولا سالفه ولد غض البصر ولا لا,0
@user هههههههه الواقع يثبت كل شي والقادم اعظم وما معاكم غير التضليل والكذب اصلا مش عملكم عمل بول البعير,0
أعجبني فيديو @user على @user ملالي 27 | رضاع الكبير ، بول البعير ،,1
أقيم بالمدرسة خلال #ساعة_النشاط محاضرة توجيهية عن الوقاية من التحرش،  ألقاها الأستاذ الفاضل : أسامة النجيدي.… @url,0
@user و الله ربنا عافيك من جنس وسخ,0
@user ههههههههه فعلا مفصوحين و بايعين دينكم و عرضكم ، حركاتكم ما تمشي حتى على الغشيم يا اذناب اليهود ، تسوو… @url,1
@user كله من الحريم يوم ساقوا,1
@user مع احترامي لك، الخيابرة الافارقة كانوا عبيد يعملون باخلاص في النخيل عند القبائل التي كانت تسكن خيبر وب… @url,0
@user وهل يوجد ابشع من هاؤلاء هُم المتأمرون ع اليمن وشعب اليمن هُم من تأمرو ع ليبيا العراق سوريا فلسطين السودان… @url,1
@user يا كلاب يا خنازير انتم آخر من يحق لهم الكلام يلعن شرفكم ماذا يحدث في اليمن؟؟!!!!,1
@user ومن انت لتسخر من نادي اعرق منك ومن بلدك ياشارب بول البعير يابعار يامعيدي تف ع وجهك,1
@user واخرتها بول البعير,1
@user يقال عندنا في تعز للسلعة التى لم تجد اقبال عليها من المشترين بأنها بايرة وكذلك للمرأة التي لا تجد من يأتي لخطبتها بايرة,1
@user هههههههههههه والله انكم صهاينه وانكم من تدعمون اسرائيل يا مملكة بول البعير اما هذا الطفل فهو بيقول الحقيقه فقط يا مناشير,1
@user لا والله يا بايرة يا جهلاوية الزمالك زي الاسد بيعرف ينط كويس واللبوات كتير بس جماهير الجهلي بعد مباراه… @url,1
@user يتعاود ف صبح ساعه تسعه عاررفتك بايره ما تنوضش,1
@user منافق ووصولي وفاشل كلبك منطقي اكتر منك يا بهلة لا وش حلو ولا .....ناعمة جابوك لاءنك لسانك وسخ ومقرف… @url,1
الكيرفي. ياريس. عشان التحرش  @url,1
الحوثي عميل نجس وسخ نذل خنزير إيران  #الحديدة_تنتصر,1
الرعاع وشاربوا بول البعير متى عىفتم كرة القدم لكي تتحدثوا عن لاعب دفع شيخكم تركي الكثير لجلبه وهو حاء حبا في الكعبة… @url,1
الله ياخذهم وياخذ من حرضهم وشجعهم على هالاعمال سوو مذهبنا مذهب هندوس وعبدة شياطين بأعمالهم,0
الروس قالوا انو سوريا أسقطت الطائرة يا بهيم @url,0
@user هههه. اقبل. التحرش. وأحلا من. ماجد. المهندس,1
@user وحجر وسيري سايره ولا تكوني بايره,1
@user يخي قلعتهم لسانهم وسخ ماهموني وماتفرحت بالي صار لهم,1
@user ههههه لا ي ءءموره دوم الحلوه يغارون منها الحريم ويسبونها,0
@user ماذا تتوقع من زباله عزمي و خنازير إلاخوان غير الكذب ز والتزييف و الارهاب,1
@user ياخي فخامة الاسم ذا باعتراف الافارقة قالوا شي شي,0
@user كلو التحرش بس هو يعني من 40 سنة مش كان في تحرش,0
@user واحد من شعب بول البعير اتخضيتوا كلكو على بعضكو كيف لو كان الشعب كلو ياروح امك,1
@user ههههههههه ناهقوا ياحمير الخنزيرة يانجاس اتفوووووو على كل خنزير فيكم,1
@user لما تشوفين مجتمع يستخدم كلمة حرمة او بنت كـ سبة، فغير مستغرب انهم يعاملونك كـ قاصر. يشوفونك ناقصة عقل، و الحرية بتخربك.,0
القولون ده وسخ اوي ...,0
@user منحرفة مو بس مايلة,1
@user لو واحد عربي .. كان اتهموه ب التحرش ...,0
@user موت بغيضك ياملعون..لوانت رجال تعال...ووقفهم انت.وترجل.ماجالس هارب مثل الحريم..وتلهف بلسانك مثل الكل… @url,1
@user يعني ايه متبرجه دي !,0
@user هههههههههههههههه لانها جميله لانها متبرجه لانها نصابه,1
@user ههههههه أنت مشرك خنزير ديوث تحاول أن تصبح رجل ، رح نام فأنت ليس ذنبي أخرج الله كبدك.,1
الحريم ما يعرفون اليمين من اليسار,0
#التحرش.. مابيضحّكش @url,0
@user هل تعلم أن الرجل الي يحب سوالف الحريم في نظري ليس رجل,0
النايض ما عجبتش نزلت الدولار كيف عاد هكي بتقطعوا علية الاستمتاع  بمعاناة الليبيين واستمتاع خنازير الإمارات… @url,1
أبناء المسيار و جهاد النكاح الشهير,1
@user وسيم جداً وهذا بفضل بول البعير,1
@user يا رب تولعي بجاز وسخ جمب بنزينة انفجرت وفي نفس ذات الوقت يعدي أتوبيس سياحي فاخر يهرسك ف الاسفلت قادر… @url,1
استحقبت الحريم بالسناب مع الأسف شي قذر ومقزز #صفحه_السناب_قذره,1
امس شاهدت مقطع ل امرأة متبرجة… @url,1
@user ماعارفنك بايره ساي كان جاك واحد من الخوجلاب بتقبلي بيه,0
@user ما تغير شي لساتون بشربو بول البعير,1
الشعب المصري ده اكتر شعب عنصري و وسخ من جوه بطريقه فظيعه يعني إلا من رحم ربي,1
@user لا طبعا ايه التخلف ده ..كده يبقي مع كل حدث وطني  خنزير يعمل عمل ارهابي ونوقف البلد ويبقي كده اتحقق… @url,1
@user للأسف يطلق عليهم خنازير الاخونجيه الله يكرمكم,1
اكتب خنزير في قوقل يظهر لك هذا الشخص @url,1
أتخيّل دائماً سكيناً عريضة لجزّار خنازير، تدخل فيّ من الجنب على نحو سريع، وبانتظام، وتقطعني على شكل شرائح رقيقة جداً..!,1
أكيد مابقصد أن التحرش والحيونة بتقتصر بس على الشباب لي من بيئة محافظة و متشددة,1
@user مع ان مو كل الحريم جذي خصوصا هالوقت .. بس اتفق معاه,0
افضل جمهور بيرو هما فعلا يستحقوها دى الحريم كانت ملهاش حل وكله ملط ف ملط ودى اهم حاجه حصلت ف المونديال,0
@user يعني ابن العبيطة ده المخابرات القطرية هتجند مساعدين مبس عشان يقتلولها مثلا .. دي اخرة بول البعير والله,1
@user هذا ماكل تبن وشارب معا بول البعير فمختل عقله الله يطيح حظك,1
التحرش عند الانثى تحرش ..حتى يقوم به الرجل المناسب ليصبح غزلاً !,1
@user يا شرق سلوي.... اتقي الله يعني اذا كان زعمائك خنازير وكلاب مش قادرة تصدقي هالحكي،،،،، والله انا فلسطين… @url,1
@user والله اذا انا حبيبج من حقج تخونين مو عشان انا جيكر لا لا هي هات ولاكن هذا طبعكم يا الحريم قلوبكم مثل الرمان الحبوب واجد,0
@user يخرب ام بول البعير هذا طلع مسكر اكثر من الخمره العربان كثرت من شرب البول وش صار ف الدنيا بول البعير مسك… @user,1
إلى الأخوة الشرفاء في المملكة الغربية السعودية هذا خنزير من خنازير بشار الذين يعملون في السعودية ويكتبون تقارير بكل… @url,1
@user ماتشات الافارقة مع بعض متقدرش تتوقع اللي هيحصل فيها,0
@user من تافه يا خنزير,1
الافارقة اللي في سموحة واحشين جدا,0
@user هل يعني انه اذا كانت البنت متبرجة عادي يتحرش فيها ؟  @url,0
@user منصات الكذب والحقد من خنازير الجزيرة فقط. العالم تجاوز مشكلة خاشقجي ( السعودية البحتة ) الى مواضيع أهم (… @url,1
@user ملعون ابوك صهيونى خنزير ...ياعبدة الصنم بن سلمان انتم آخر من يتكلم عن المسلمين والعرب ..,1
@user مبيجيش غير قبل الفجر بربع ساعة وسخ,0
@user ههههههه خنزير مره وحده يا دبش,1
@user لو كنت بايرة لما حطيت هذا المنشور يافهيم  صباح الخير,0
@user يا جماعة الخير والله ثم والله ان الكلب هذا اكرمكم الله برقبة خنزير قطر وخنزير تركيا والخنزير الكبير… @url,1
المغازل يعتبر تحرش؟ تتطبق عليه عقوبة التحرش يعني؟,0
@user كلمة حق اريد بها باطل يا خنزير يا واطي,1
- أذا التحرش سببو تأخر سن الجواز !,1
@user وانت يااهبل أخواتك تقدر تتكلم على شكل الديمقراطية فى قطر ولا تركيا لا طبعا لأنك لاجى وقاعد هناك بفلوسه… @url,1
@user والله ما اوسخ من اليهود غير الاخوان كلكم عيال كلب انجاس خنازير مالكم امان غدارين خونه منافقين كذابين,1
@user هامبورجر لحم خنزير  انت مش مسلم يا استاذ عمرو,0
المقطع فيه موسيقى وامرأة متبرجة واذا سويت رتويت بتكون مشارك بالاثم,0
انا لسة فاشخة القميص الجديد بالمكوة و بجد النهاردة يوم وسخ اصلاً,1
@user يا منحرفة صدمني فيسك الكيوتي مالت عليج,0
@user لعنة الله على ابناء المتعه خنازير قذره لادين ولاضمير,1
@user ماقدر اتحمل صداقات الحريم تبين اتحمل الرجال ضد وبقوه.,0
@user ما مبروك حققت الخاأت الاربع خائن خبيث  خبل خنزير,1
@user لا نشرب بول البعير ومن علمك الدين مغفل واحمق مثلك الدين منزه عن كل ما قلت,0
الرجل  يحتاج   إيقاف  وعلاج  .. عنف  و تدمير  و سيدمر  نفسية  ولده  فينحرف    لممارسة  العنف مثله @url,0
@user مانسيتش سينو على العهد باقون بصح اذا بقيت بايرة نلصق فيك وخلاه,1
@user و الجماعات الحمساوية بأميركا تبيع خمور و لحم خنازير و تسعى الناس بالمساجد,1
@user هم مثل خنازير الذره ...لم يكتفو بالاكل ..بل اكل وتخريب,1
@user يا خنزير ياكلب حدا طلب منك انك اتعمر سوريا انته ماعندك آتطعمي المصريين الي موجودين بمصر او ليش عم تحشر ن… @url,1
@user ههههههههه الطائره بدون طيار ما تحتا مطار ....باين علموش بول البعير وتأثيره باين ...,1
الخوف من تهمة التحرش قد تمنع إنقاذ المصابات بنوبات قلبية @url,0
@user هذا الحشرة ابو عيون خاينه خنزير من خنازير ال سعود,1
@user هذه عينه من تبع إسقاط الولاية مثلية حساب وسخ محاربه البنات بالمدرسة بكره حكوكي وحكوكي عالم صايعه,1
أعجبني فيديو @user على @url شوفو شنو دايريني الافارقة في مدينة,0
@user مو كل وحده طلعت متبرجه قلتم سعوديه اغلبهم مجنسين اصولهم ليست سعوديه,0
@user هذي شؤون داخليه خاصه فينا طور بلدك انت طورو مصر انهضو مع العالم وانركو التحرش والافلام الاباحبيه,1
@user لا والبنت من عندنا تبقي لابسة عادي جدا بس كاشفه شعرها يقولوا عليها متبرجة.. كل حاجة حلال ليهم وحرام لين… @url,1
@user مره واحد طفى السيجارة ف ايدي و هو معدي  لي عشان شعب وسخ,1
@user وربنا بيولول زى الحريم,1
@user ياحليلك مشجع شبابي ودلوعة لفريق الهلال. تباً لسوالف الحريم ماذا صنعت,1
@user هههه وانت لا تنسى ان تمسح بصقة اليهودي الذي إستباح ارضك وعِرضك من....... اما بول البعير ياجاهل فهو فخر ل… @user,1
@user والله هذه مبادئكم من عهد عبدالرحمن بن سعود رحمه الله  التحرش بالاندية وصنع عداوات في كل مكان والتش… @url,0
الله يشل لسانك يا كلب الاخوان لعنك الله يا كلب حزب الاخوان انت خاين كلب خنزير,1
@user نعم الخنزير المصرى اقرب الينا من الحر عربي اجنبي .. مش فارقة ..المهم انه يكون خنزير كبير فالزريبة معانا !!,1
@user مش طلع خنزير بناوى بنقاب,1
@user ليش التحرش في اليونايتد ؟,0
@user من الافضل البكاء على الحسين  او السعودي الذي يشرب بول البعير,1
@user هندوس معاج,1
@user يا حمار هي شركات الطيران مقاطعة الأجواء السورية خايفة من حيونتكم يعني الخسارة الكن يا بهيم,1
@user كلكم خنازير معممي ايران والصهيونية,1
@user ياعزيزي كلهم خنازير @url,1
ابغا اصير شيف واسمن واكل خنزير بالغلط,0
التحرش في الوسط التربوي @url,0
أرجعو إتكلمو عن موضوع التحرش عشان البنات يكونوا ضد الأولاد و أحسن بإنو في manhood ..,1
الدين وسخ والدليل العرب,1
@user لا انا ما قلت دخول الحريم جهل، بس مو تقلب كلو حريم هنا النقطه، خلي اللي يبغا رجال رجال ولللي يبغا حري… @url,0
@user هو بيشيد بالمصالحة الوطنية ولم الشمل ونبذ العنف والكراهية لحبايب قلبه وعشيرته اخواله اليهود مش المصريين,0
@user هههههه لا ولو بول البعير,1
الناس كلها شغالا بي موضوع التحرش والحاجات الحاصلة في البلد,0
@user كل هذا لتبرير ظهور ابنتك متبرجة,1
@user لعنة الله عليك ي كافر ي زنديق ولعنة الله على من خلفك ومن رباك وعلى دولة أحتضنت أمثالك ي خنزير,1
@user مهما كان خلاصنا من خنازير البنا اهم إنجاز وبعدين اَي حاجة تيجي,1
@user ياشيخنا انت رجال مابتقابل شغلك كلو مع الحريم الله يختن لسانك ياخي كرهتنا الحريم,1
@user هههههههههههههه معقولة بول البعير لحس عقلك لهذه الدرجة؟!,1
@user هذولي خنازير تربية يهود تف تف تف عليهم,1
اللاجئون: [@user @user @user @user @user هذا الرقم مبالغ فيه...ويتضمن اللاجئون من الدول الشقيقيه.… @url,0
@user والله العظيم ان بول البعير اشرف وأنظف من هذا الكائن النكره,1
@user لا والله ليس مسكين اقرأي اخبار نساء العالمين حتى تعرفين ان هذا المهر اللذي يقدمه لا يسوى الا وسخ اظفارها… @url,0
@user هذا وامثله حاقدين على ال البيت ولشيعه الحمد لله الذي جعل  اعداء الشيعه مثل هذا خنازير,1
الهي يولعوا بجاز وسخ مطرح ماراحوا @url,1
@user لولا الغرب أقسم بالله لو بقيتم في الصحراء و تشربون بول البعير، لكن الحمد لله رزقكم الله النفط من أجل مساعدة… @url,1
@user مش قصدي اللبس سبب انه تم التحرش ببنات لا قصدي انه اللي لبس اللي بالحفلة مبين هدفهم مش حفل اطفال ولا ل… @url,1
@user مملكة بول البعير ..,1
@user لا هو بالاساس شارب بول البعير لانه يخربط,1
@user ههههههههههه والله ان الحريم هذا الزمن ارجل من كمن شنب.,1
@user لا يوجد اختلاف على شرك وكفر معتقد الرافضه لكن هناك شي عجيب فيهم تعدى جميع الاديان في العالم حتى الديانات في… @url,0
@user كلامهم غير منطقي بالبت..مثل موافقة بعضهم بشرب بول البعير..طيب كيف الواحد يسمع لناس ما تراجع في تفكير امور كثيرة وترفض المراجعة,1
@user ويقهرون لما يقولون اللي يعجبونهم المنقبات والاطفال مريضين نفسيا ويبررون التحرش للباقيين ؟ وانتو ايش ان شاء… @url,0
اكمل عزيزي شارب بول البعير,1
@user منقهر إبن شاربة بول البعير.  خذ عظمة يا كلب  @url,1
@user يالشاعر الخنزير والشيخ خنزير,1
@user والله العضيم بول البعير اشرف وانظف من وجهك وقلبك يالمشرد يالمرتزق يالواطي يالحمار,1
أحد الافارقة في السكن معقباً على مطر يوم الأحد الشبه دائم: توقفي عن المطر هنا وامطري في أفريقيا.,0
@user واضح التحرش,0
إذا خرجت فرأيت امرأة سافرة متبرجة كأنها تقول هيت لك فخذ من عفّة يوسف عليه السلام، وإذا رأيت امرأة متحجبة عفيفة فخذ من شهامة موسى عليه السلام,0
@user ولا زال الدعس مستمر على خنازير إيران,1
@user وهذا خنزير نجس يعيش في وحل,1
@user يا أمعة  يا غبي من دعم الحرب على العراق ومن يجري أتفاقيات مع النظام السوري ويريد ارضاء النظام ومن دخل… @url,1
@user يلا يا بتوع بول البعير يا شواذ يا ولاد الوسخة يللي نسونكم بيتركبوا من الهنود وبنغال ياض دة جددودنا كانوا… @user,1
التحرش في مدينة العرفان@url @url,0
@user يا بهيم ارجع اقرا بيان الاهلي و انت تعرف ان الاهلي ال رافضكم,1
@user لنرى من هو يشرب بول البعير,1
المحامي عبد الحليم يلماز عند حديثه عن اللاجئون والقانون اقترب  بمنظور القانوني للهجرة والتماسك الاجتماعي .,0
@user لا رح تتغير هوايه أمور بعام 3022بذاك الوكت بول البعير آجلكم الله رح يكوم بعد مايرجع ليوره كله ليكدام… @user,1
انا كرهت صنف الحريم دا كله بلا استثناء والله .,0
الله. الله. الله. الله ع التاريخ لا يرحم. شوفو اجدادكم ايها الخوانه ..يا بني صهيون يا وهابية  يا خنازير الجزيرة الع… @url,1
@user ما يحسسني المجمتع ان المرأة مجرد عورة وفتنة لازم اغطيها وأبعدها من الرجال لانها بتثير غرائزهم ، كل مرأة… @url,0
القافلة تسير والصغار يشربون بول البعير @url,0
@user نتمنى الشفاء للجرحى والرحمة للشهداء واللعنة لبني خنزير سعود وزايد وبريطانيا واميريكا ومرتزقتهم,1
اخواتك الاتنين متزوجات انتي مالك بايرة لي هسي؟؟,1
@user لعنة الله عليهم خونة خنازير  ابناء  زنا ومتعة,1
@user هاذ خنزير خاين وكلب من خان بلده يعتبر خنزير مشررد لعنه الله,1
@user هذا شيخك الي يفتي وزوجته متبرجه بجنبه ههههههههه وريسك بالروج والمكياج . بجد وافق شن طبقه,0
@user هذا العاهر الخسيس خنزير اخونجي حاقد وكاره للسعودية في كل لقاءاته تشعر انه ممتلء غيظا وحنقا وخسة وانحطا… @url,1
@user هذا الشخص الذي يتحدث عن التحرش فهذا الفديو، مهما كانت درجة تعليمه ، اقسم انه لا يعلم معنى كلمة تحرش، لذالك… @url,1
@user ملك التزوير...وسخ واللى سايبه اوسخ منه....,1
التاسعة إن شاء الله  #افريقيا_يا_اهلي,0
@user لا تروح يمكن انها حاطة صورة وحدة ثانية وتدخل الغرفة تلاقي خنزير قدامك,1
@user لأن هؤلاء يهود خنازير وأعداء مغتصبين.,1
@user والحين ماشاء الله ايش تصدرون ؟ بول البعير !!!! يا رجال قوم انقلع,0
@user نعل ابوهم بقد أبو خنازير الحوثي,1
اشوف الامراتيات ماعليهن ولايه والكويتيات والاردنيات والسوريات والمصريات واليبيات والتونسيات والعمانيات كلهم يتعاملو… @url,1
@user والله مدري ، الفيش فرع الحريم هي,0
@user وين بيلقوها الكلبه يلي تقبل ترضع خنازير حاشاك,1
إلا هجيناً مُشوّهاً من خنازير وقرود..,1
@user لا احس دايما الحريم مفجوعين على الدراسه مو زيكم بس عقبالكم يارب امين,1
@user نفس الزومبي ده بيدافع عن المتحرش ويضرب اللي يحاول يمنعه من التحرش,1
أرنولد أكودجينو، المستشار الخاص للمفوضية بشأن الوضع في جنوب السودان: من المهم أن يشارك اللاجئون في اتفاقية السلام… @url,0
@user ليه تفكيركم محدود ومنصهر ع الحريم والزواج ؟؟. اول كون رجل ناجح حقق طموحاتك اتقن عملك بر بوالديك بعدين فكر… @url,0
