#,type,text,label,aggregatedAnnotationConfidence,annotator1,annotator2,annotator3
853,C5,انا كنت شاكك انك خول الحين اتاكدت انك كنت بتتناك وانت صغير والله اعلم ممكن تكون لازلت  لان شكلك باين عليك انك شرموط  اختفو عليك,1,1,-2,-2,-2
854,C6,انت معرص. ابن وسخه يابو وحمه سأعرض تشكك في كل شيء الجيش والشرطه والقضاء والطب الشرعي يا خنزير,1,1,-2,-2,-2
867,C8,ايه الادب دا كله يا شرموط .... لسانك كان 10 متر ايام مرسي ودلوقتي قفاك 10 متر والجزمه فوق دماغ ابوك,1,0.6667,-1,-2,-2
869,C10, إحترس فقد يضعون فى مؤخرتك أشياء أهونها عضو ذكرى,1,0.6667,-1,-2,-2
884,C3,وبن وسخه وكلب وعدو  الإسلام والمسلمين,1,1,-2,-2,-2
885,C4,جدع ياعرص علي امك زمان ودلوقتي علي مراتك ياابن الشرميط يااخوالشرموطه انتا امك اتناكت لمه شبعت من زواج المتعه ياابن المتعه,1,1,-2,-2,-2
897,C5,لا تنجس القرأن بلسانك ايتها العرص,1,0.7143,-2,-2,-1
898,C6,انت خنزير ابن خنزيرة,1,1,-2,-2,-2
899,C7,من اكلك الخنزير ماتت رجولتك واصبحت ديوث. لاشرف لك عليك من الله ماتستحق. نتمنا من الله ان يفرحنا بقبول دعاءا المسلمين عليك,1,1,-2,-2,-2
900,C8,يا نجس أنت أعوج خلق الله يا عرص,1,1,-2,-2,-2
902,C10,يا ابو شنب يا وطواط اقول لك كلمة واحدة لتطاولك علي الشيخ الجليل احمد ديدات انت يا ابراهيم يا عيسى انت العن شيء,1,0.7143,-2,-2,-1
906,C3,حزب امك  يا ابن المثاليه,1,1,-2,-2,-2
908,C5,مبارك علم عليك وع الابراشي وبكري ومرتضي ومازلتم في غيكم!! سدنة للظلمة!! أيها الساديون!! السادية اسلوب حياتكم,1,0.6923,-1,-2,-2
912,C9,حزب كسمك يا معرص,1,1,-2,-2,-2
913,C10,طلما فى واحد ابن ورمه زيك كلب للخونه وصهاينه العسكر فى مصر عمر ماحيكون فى معارضه -احزاب او ديموقراطيه كتكو الارف مليتو البلد,1,1,-2,-2,-2
923,C9,خخخخخخخ بومة العرص,1,0.6667,-2,-1,-2
927,C2,متنساش 6 ل 1 لصالح غانا في عهد العرص هههه,1,1,-2,-2,-2
929,C4,انت عربي زينا ولا ايه ياخربيت امك دانا مفكرك صهيوني يابو حمالات يابو كرش يازبالة المجتمع اتفوووو عليك وعلي اللي جابوك,1,0.6429,-1,-2,-2
933,C8,في عهد مرسي مصر لعبت كأس القارات وكذلك الأهلي ولما جاء العرص إتهزمتم ب6 ل 1 مع غانا,1,1,-2,-2,-2
935,C10,ابراهيم عيسى انسان زباله ولا يشرف اي احد ان يشجهه، روح شجع مكابي تل ابيب احسنلك يا خول,1,1,-2,-2,-2
951,C4,وحياة امك صحيح طب ماانت قولت ان الاخوان اهم فصيل سياسي وبعد كده قلت ارهابيين انت اكبر منافق ياكلب يابن الكلب يازبالة,1,1,-2,-2,-2
956,C9,نطالب الحكومه بسرعه اصدار قانون الغاء الاحزاب ذو المرجعيه الدينيه مثال:(حزب النور الملعون وما هم على شاكلته,1,0.6667,-2,-2,-1
962,C4,يمكن عايز يركبك !! يامخنث ياعرص,1,1,-2,-2,-2
963,C5,انت اللى بقيت ملط ... وبكرة الثوار هيقلعوك ملط ياراجل يا نلط,1,1,-2,-2,-2
966,C8,اه ياكلب ياعدوو الاسلام ياشيعي يانجس منافق,1,1,-2,-2,-2
967,C9,وانتو اعلام عاري من زمان يا اعلام العهر والكذب,1,0.7143,-2,-2,-1
968,C10,ربنا ياخدك يا بعيد و ينظف العالم منك و من امثالك...خاف ربنا يا من اشترى دنياه بهوى غيره...ربنا يورينا فيك يوم يا منحط,1,0.6429,-1,-2,-2
972,C3,نسأل الله العظيم ألاَّ يعيد هذا العيد على امثالك من اعداء الاسلام وان يعجل بهلاكك وهلاك من هم على شاكلتك ياكلاب الاعلام,1,0.5,-2,-1,-1
975,C6,ساويرس عارف انك ملحد وجاهل وراضع خرا! ساحبك زي الخروف علشان تشخ في عقول المصريين!!,1,0.75,-2,-1,-2
978,C9,وانت طيب يا حمار,1,0.5,-1,-1,-2
985,C5,"""عمر المختار لا دخل لك فيه ياكلب الغرب ياعميل أنت إنسان قذر وابن وسخه أنت قيمتك تنضرب على قفاك بالصرماية ياصرماية""",1,0.6667,-2,-2,0
988,C8,ابراهيم عيسى لعنة الله عليك بكل كتاب ياخنزيريانجس ياصهاينة العرب انكشفت وجوهكم يااولاد القحبة لااستثني منكم احد عصابة الخنزير,1,1,-2,-2,-2
999,C8,خليها تاكلك يا خروف وكل ما تاكلك أكتر حتتكيف أكتر يا عرص,1,0.6667,-2,-2,-1
1000,C9,طيزك قرعة يا ابو شخه,1,1,-2,-2,-2
1006,C4,وانت بتعرص للسيسي يا كلب ،،,1,0.7143,-2,-2,0
1011,C9,انت عديم الرباية ومش متربى وخسارة اللقمة الى بتاكلها هنا على ارضنا يا لاجىء يالقيط ياعديم الاهلية,1,0.7143,-2,-2,-1
1021,C8,انا.عاوزك.تريح.نفسك.الي.حصل.مش.هيحصل.تاني.يا.ابو.الكلب,1,0.7143,-2,-2,-1
1022,C9,الجيش.تاج.علي.راسك.باكلب..يا.ابن.الكلب.,1,0.7143,-2,-2,-1
1023,C10,ملعون.ابوك.يابﻻل.فضل.يا.واطي.ياابن الواطي.,1,0.7143,-2,-2,-1
1026,C2,يابن المهروشه ايه اللي عرفك يامعفن,1,1,-2,-2,-2
1043,C8,انت سافل ومنحط ..قواد ومن تكتب لهم ويعجبوا بسفالة اهلك وانحطاطهم بهايم زيك  روح ياشرموط بلدك هى أولى بك مالك ومال مصر يا واطى,1,0.6429,-2,-2,-1
1061,C4,أحا هما بجد قفلوها؟,1,1,-2,-2,-2
1066,C9,بلد وسخه,1,0.6667,-2,-1,-2
1074,C6,اه بالمناسبة ملعون أبو الإخوان في كل زمان,1,1,-2,-2,-2
1099,C9,الله يلعنك و يلعن اللى جابوك يا رمه جايفه,1,1,-2,-2,-2
1100,C10,أنت رجل حيوان,1,0.6923,-2,-1,-2
2,C1,كلنا بره ومش هنبطل نزايد على العجايز الي جابونا ورى,1,0.6667,-1,-1,0
4,C3,قذر اتفووو ماتيجى مصر وتورينا نفسك كدا ياجبان,1,1,-1,-1,-1
5,C4,وهكذا رجال الشو اللي محرومين من عمل برنامج الغريبة انهم بيقولوا المطبليتة وهم كلهم مطبلتية ايضا,1,0.6667,-1,-1,0
7,C6,دول عبيد باسم !! انت ما تعرفش غير ستات كده يعني اتربيت في وسطهم ففاكر الكل كده ده غير ان ضعيف الشخصية والحجة بيشتم,1,1,-1,-1,-1
8,C7,علشان مش عارف يرد يقوم يشتم وبعدين اللي قريته في حسابك لازم تتعالج الحق نفسك ,1,0.6667,-1,0,-1
18,C6,فعلا حرية سرقة المقالات حرية الفاظك القبيحه مثلا حرية حرق المجمع العلمي حرية التمويل الاجنبي اللي علمك حريه مابيطبقهاش,1,0.6923,-1,0,-1
22,C10,روح شوفلك حد يربيك. حثالة بشر,1,0.6923,-1,-2,-1
47,C2,شماتة ايه بس هو لما نشاور ع غباء المسؤلين يبقى شماتة,1,0.7778,-2,-1,-1
50,C5,ايوة حقد و شماتة لان لما بيبقي فيه مناسبة حلوة في البلد بيتخرس زي سيده البرادعي,1,0.7778,-2,-1,-1
55,C10,وكمان عراقي فاشل روح ياشاطر العب بعيد يلا يابابا شوفاك واحد امريكاني يظبطك,1,0.7778,-2,-1,-1
68,C1,استاذ في تصيد الخطأ ونبش العفن واختيار اسوء اماكن بالعنصرية لكي تجد نفسك واقفا امام شعب مريض ولكن لا تنشر اي شيء ايجابي,1,0.6154,-1,-1,0
69,C2,انت معلم السخرية الأول لم نتعلم منك شيء الا الاستهزاء والاستخفاف والاستظراف المتقن من خلال سكريبت انت محتاج علاج ابدا بنفسك,1,0.6154,-1,-1,0
73,C6,التحرش في مصر ممنهج الي حد كبير خصوصا من السلطات الامنيه سواً كان في الأحداث السياسية او كسياسة علي المدي البعيد ا,1,0.6154,-1,-1,0
74,C7,"""على كده انت مراتك ممكن تنزلها بالبيبي دول التحرير في الثوره الجايه عاوز رد عاجل علشان نستعد ونعمل الدعايه انت فاهم طبعا""",1,0.6154,-1,-1,0
76,C9, أي خراب للدول أنت راشق فيه انت و أمثالك,1,0.6154,-1,-1,0
79,C1, لو انت ابن راجل  انزل مصر,1,0.6667,-1,0,-1
80,C2,مش عيب لما تنسبي نفسك لحد تاني غير ابوكي بطلوا تمجدوا الاشخاص,1,0.6667,-1,0,-1
81,C3,هو مال اهلك هو اسمك ولا اسمي,1,1,-1,-1,-1
82,C4,اسمك كنزى السيسى ههههههههههه اكيد بقه عندك صنم للسيسى و بتسجدى له #شعب_مطبلاتى_بطبعة,1,1,-1,-1,-1
83,C5, انت واشكالك اللي بتعبدو المرشد لكن احنا بنعبد ربنا بس ونحب اللي يحب بلدنا مش بنشتم بلدنا زيكو,1,0.6667,-1,0,-1
84,C6,رد محفوظ و مبرمج مفهوش   باى فكر او فهم بتكلم مع عيل صغير حافظ كلمتين و بيردد,1,0.6667,-1,0,-1
85,C7,اسمها هتاكلوا ياقفص مش حتاكلوا:)وبعدين انت مالك احنا مصريين مع بعض ركز انت عند اسيادك ونام علي بطنك كويس علشان يدولك جوائز,1,1,-1,-1,-1
86,C8,"""و يبقى يلحس لجون استيوارد جزمته اكتر يمكن ياخد جايزه تانيه  صحيح اراجوز زى اللى اتعلمت منه""",1,1,-1,-1,-1
87,C9,اراجوز و فضح السيسى و اختراعه الكفتة ههههههههههههههههههههههههههههههههههه,1,1,-1,-1,-1
88,C10,انت غلبان ف دماغك,1,0.6667,-1,0,-1
90,C1,ربنا معاك يا نضيف !!! بلد وسخة,1,0.7143,-1,0,-1
92,C3,"""وانا أقصد الدولة الفاشلة الي مابتديش حد حقوقة العادية :) مش بلدي الوطن وأنت كجاهل هعديلك الشتايم !!""",1,1,-1,-1,-1
93,C4,اتلهي,1,1,-1,-1,-1
94,C5,"""ده ردك يعني كدة انت أقنعتني ب اتلهي دي  ولا حافظلك شتيمتين !!""",1,1,-1,-1,-1
95,C6,كله تمام الا حكاية ثقته فالقضاء كبيرة دي  😥😥 :))),1,0.6429,0,-1,-1
98,C9,حسبي الله في الطبالين بتوع الاعلام,1,1,-1,-1,-1
103,C3,على ما اعتقد ماسونى دى حاجه كويسه و بما ان نادر بكار حضر تبقة كمان حلال و حضور البرادعى يدل انها ضد العنف يبقى اكيد صايعين,1,0.7143,0,-1,-1
118,C7,تصدق كنت بفكر اسيبك من غير بلوك تضحكني شوية بس فاكس تلاقي دولجي دي فلتة منك و انتا اصلا متضحكش ✋,1,0.5556,-1,0,-1
119,C8,متلون كاذب فقدت القدرة حتي علي الكذب,1,0.7222,-1,-1,-2
131,C9,ماكفاه يتدحبش يمنيا وخليجيا ودلوأتي قلب مصريا وعربيا مشكله إلي واخذ في نفسه مقلب وهو مش داري,1,0.6667,0,-1,-1
132,C10,حاسه ان اول شتيمه قبيحه هقولها في حياتي هتبقى حصري ليك يا  بردعه,1,1,-1,-1,-1
134,C1,كلامك جميل   لكن كيف قبلت ان تشارك بانقلاب عسكري ارهابي مدعوم من كلاب الخليج ضد رئيس شرعي منتخب؟؟؟  اللهم أفرج عن محمد #مرسي,1,1,-1,-1,-1
138,C5,الله يرحم قلادة النيل واول من شوة البرادعى بعم مبارك كلنوا كلاب ولجان الاخوان,1,1,-1,-1,-1
139,C6,ايه رأيك تعتذر بوضوح على تمردك وجبهة الخراب وانك كنت نائب لرئيس طرطور  وان مرسى رئيس شرعى مخطوف وتكون ايقونة تجمع كل  الثوا,1,1,-1,-1,-1
148,C4,الاتفاق العربي مستحيل في ظل متآمرين على الشرعية أمثال محمد البرادعي الذي وقف مع انقلاب السيسي,1,0.6667,-1,0,-1
149,C5,ادام شايفه متآمر ما تحل عن سماه وتروح تقرا ميكي ولا أي مصلحه من مستوى اطلاعك,1,0.6667,-1,0,-1
155,TWEET,مظاهرات حاشدة في أوروبا للتضامن مع اللاجئين من أهلنا الهاربين من القتل والقمع والفقر والوحشية . أين نحن العرب أصحاب المشكلة؟ عار,1,0.6429,0,-1,-1
156,C1,تقتل القتيل وتمشي في جنازته يامنافق,1,0.7143,-1,-1,-2
158,C3,ياليت تنورنا ببعض المواقف العظيمة ،لأني فعلا لا اذكر له الا مواقف الخزي منذ حرب العراق ومرورا باقذر احداث في تاريخ مصر,1,1,-1,-1,-1
159,C4,ياعم الله يكرمك روح بجهلك علي فيسبوك بعيد عن تويتر,1,0.7143,-1,-1,-2
165,C10, الناس دى  بتسعبط وعاملين مش عارفين ان سبب سحب شريعه الحرب من الأمم المتحدة تقرير البرادعى,1,0.6429,0,-1,-1
174,C8,بالله عليك تتوكس وماتعمل فيها بريئ وربنا كل العالم عارفة انك أحد الاضلع النجسة المشاركة في كل ده!  مش طالبة لطميات,1,0.6923,-1,-2,-1
175,C9,خروف,1,0.6154,-2,-1,-1
182,C5,والنبي يابوب ماتنسي الورد اللي مرمي في سجون مصر، اعمل اي حاجة عشان يطلعوا، أمامة عليك :(,1,0.6429,0,-1,-1
188,TWEET,لا يتضمن مؤشر شنغهاي لافضل ١٠٠ جامعة أية جامعة من العالم العربي بينما به جامعتين من اسرائيل: أولويات مختلة لا تدرك ان العلم ركيزة المستقبل,1,0.6154,-1,-1,0
196,C8,عندك حق مستوى التعليم عندنا متدنى  خرج واحد زيك  لسه محتاج ابراهيم عيسى يمليه وبيدعم الارهاب ويهرب من المسئوليه تعليم فاشل زيك,1,1,-1,-1,-1
197,C9,هو انت عايش ف الاحلام يا برادعة؟ اما ل انت متخرج منيين من اسرائيل غير اللى بتشربه واترحم مرة على شهداء الارهاب,1,0.6923,0,-1,-1
198,C10,أي كلام في الهجايص هو البرادعي متخرج سنة كام قوليلي,1,0.6923,0,-1,-1
204,C5,حمزاوي اللي كتبلك التويتة دي مش ابراهيم عيسى.. صح؟! الكلام المكلكع دا تبع حمزاوي.. سايب أكاونتك كدا ل أي حد يلعبلك فيه؟! إخص,1,0.6667,-1,0,-1
205,C6,"""باباك كان بيعذبك و بيلسعك بالشمعه وانت صغير غشان كدا كل كلامك عن كرامة وانسانية  في د نفسانين بيعالجو""",1,1,-1,-1,-1
206,C7,كان بيسلع بالسمعه في قرعته,1,1,-1,-1,-1
207,C8,هههههههههههههه يروح يتعالج بعقدة الاضطهاد اللي عنده دي ويرحمنا,1,1,-1,-1,-1
220,C10,اى قاع تتحدث عنه يادكتور.. إن وجد فانت ومن دعموك شاركتم فى وجوده.. دع القرار لرجال لم ولن يهربوا من مسؤليتهم,1,0.6923,-1,-1,0
221,TWEET,"""#اليوم_السابع | #على_جمعة : قناة #الجزيرة ""نجسة"" وبوق لـ #إسرائيل""",1,0.7143,-1,-1,-2
224,C3,لماذا لا يتم عرض المشائخ ورجال الدين وبصفه دوريه على لجنه طبيه نفسيه للتأكد من قواه العقليه وعدم تعاطيه المواد المخدرة,1,1,-1,-1,-1
226,C5,هل يحق لرجل الدين ان يتناول أقراص الترامادول بصفه مستمره دون استشاره طبيه؟!!,1,0.6429,-1,0,-1
231,C10,"""هههههههههه هذا الرجل ضلالي ومنافق وعبد درهم  ( تعس عبد الدرهم )""",1,1,-1,-1,-1
233,C1,يا عم انت شارب أيه؟,1,0.6429,0,-1,-1
234,C2,عمليات انتحاريه يا بهائم,1,0.6429,-2,-1,-1
237,C5,على اساس ان سفارات مصر فى شارع ابو الفدا بلاش الكلام الساذج هى اوربا فيها تظاهر بدون تصريح ولا انتم بتكلموا ناس هبل,1,1,-1,-1,-1
240,C8,يا عم انت شارب أيه؟,1,0.6429,0,-1,-1
244,C1,منتهى التخلف.. يحتفلون بمن هدم مؤسسات الدولة على مدى 30 عام و حرب أكتوبر ملك لأبطال  و شهداء أبرار و ليس من أراد  يورث ابنه..,1,1,-1,-1,-1
248,C5,كلامك هابط ..,1,1,-1,-1,-1
249,C6,انا اللى كلامى هابط طيب اسفين يا ام كلام سخن ملهلب والله العظيم انتى ولافاهمه حاجه بتغنى زى اللى بيغنو,1,1,-1,-1,-1
252,C9,يعشقوا الفاسد,1,1,-1,-1,-1
255,C1,"""انتم كلكم منافقون وزارة الخارجية المصرية  قالت إن مافيش اعتداء على العمالة المصرية بالأردن كافية استخفاف بعقول الناس  ارحمونا""",1,1,-1,-1,-1
267,C2,سما المصري هههههههههه تمثلنا ف الخلاعه,1,0.6154,-2,-1,-1
271,C6,أكيد بيتكلم مع الناس بتوعه عشان يجيبو أنس بتحبه  وما تعرضوش,1,0.7692,-1,0,-1
273,C8,منين ياحسرة ومعظم المرشحين زبالة,1,0.7692,-1,0,-1
275,C10, والله ابن حلال يا أخي هذا الرجل فعلا يقتل القتيل وبمشي بجنازتو,1,0.7692,-1,0,-1
279,C3,ههههههههه معلش يا حماتى الغالية اعمل اية بس دمى اتحرق من الخبر القذر وكذبهم وتلفيق اتهمات على ناس اشرف منهم حقك علي,1,0.6429,-1,-1,0
280,C4,والله الواحد قرب يجيلو الضغط والسكر من اعلام العار ده,1,0.7143,0,-1,-1
281,C5,بعد الشر عليكى والمصيبة انى فية بهايم بيصدقوا كلامهم وشاربين جهل كامل الدسم حاجة تفقع المرارة الله يحرقهم بغاز,1,0.7143,0,-1,-1
282,C6,اخذت الاذن قبل النشر  ولا الفيديو ده اخده من اسيادك,1,0.7143,0,-1,-1
286,C10,مفيش حمار بيتكلم زى البنى الادم بس في بنى ادمين بيتكلموا شبه الحمير زى اليوم السابع,1,1,-1,-1,-1
291,C4,"""هو النفاق مش ناوى يفارق الوزرا بتوع بلدنا شويه  كفياكم بقه متزودهاش""",1,0.7222,-1,0,-1
293,C6,مصر بتراثها و تاريخها اختزلت في السيسي,1,0.7778,0,-1,-1
294,C7,والله انها أكبر مصيبه ل مصر وجود السيسي واذكر كلامي,1,1,-1,-1,-1
297,C10,""" السيسي رجع زعزوع الوزارة فبيجامله  وحيعمله حملة دعائية بصوره  عزبة السيسي ترحب بالسادة الزوار""",1,0.7778,-1,-1,-1
299,C1,يا جماعة البرادعى انسان نكرة بلاش تهتمو لتصريحاته,1,1,-1,-1,-1
300,C2,والمتاجرة بعقول البسطاء والفقراء واصحاب العوز ماذا تسميه؟ فهناك من يموتون بغير سلاح ولارصاص وبالتالى هو امر غير اخلاقى ايضاً,1,0.6667,0,-1,-1
302,C4, بس داعش لما تذبح الناس يبقى ok فعلا بوب أو بوبي,1,1,-1,-1,-1
306,C8,اخرس ياعديم الاخلاق,1,1,-1,-1,-1
310,C1,محة لسع  لانه يعرف ان بوتن نومة فى الدرة وعمل ما طالبة به السيسى ... العباسية قريبا سترحب بقناوى هنادى التركى.. البس القميص يقناوى,1,0.6667,0,-1,-1
311,C2,"""دي ساحت خالص منك 😂😂  قال عمل الي طلبه السيسي دي توازنات قوي عالميه سيسك خارجها من زمان""",1,0.6667,0,-1,-1
312,C3,"""انت بتهر  اردوغان بريالة  سيبك منة ياعم  ارفع معاة اشارة رابعة  هى  هى  هى  بنرفع معاك اردوغان""",1,0.6667,0,-1,-1
313,C4,الدوج الارداتى خلوةيحطها على علم تركيا,1,1,-1,-1,-1
316,C7,ما تخافيش من الهبلة خاف من عيالها,1,0.6667,0,-1,-1
318,C9,اهبل ذي مرسي,1,1,-1,-1,-1
319,C10,"""خرفان السيسي محروقين  خاف يا أردوغان""",1,0.6667,-1,-2,-1
321,C1,ماهو أحمد عز كان حرامى قصدى عصامى زيك بالظبط يابن الحرامى قصدى العصامى,1,0.6154,-1,-1,-2
324,C4, وكمان اخوانى يابن المنفوخه,1,0.6154,-1,-1,-2
328,C8,بتشتغل 19 ساعة فى اية؟؟ هل كما يشاع فى التهريب لما كان بابا مدير أمن بورسعيد ولا لما كان فى ميناء دمياط ؟؟,1,0.7692,-1,0,-1
330,C10,انت خروف قطرى.... متنخفى,1,1,-1,-1,-1
332,C1,أأكبر غلط عملته في حياتي ان في يوم من الأيام قلت نعم في الانتخابات لحد زايك أأنا مخنوق منك ومش طايق اشوف صورتك,1,1,-1,-1,-1
333,C2,انت بقيت مكروها من مؤيدين السيسي والاخوان و٦ابريل واشتراكيين والنور حاول تخرج بره مصر افضل ليك من الاهانه دي,1,0.6667,-1,-1,0
334,C3, لا واضح انه بقي بيتكيف من الشتيمه وقلة القيمه,1,1,-1,-1,-1
335,C4,"""انت ليه كئيب وبتبث طاقة سلبية ؟  متعرفش تقول كلمتين كويسين للناس من غير ما تدب كلام كئيب ومحبط ؟""",1,0.6667,-1,-1,0
336,C5,ياساتر يارب الراجل ده بيفكرني بالمعدده بتاعة الجنازات,1,0.6667,-1,0,-1
338,C7,انت فين يابو سلمي بقالك كتير مش ظاهر😂😂قلقت عليك والله ليكون جالك جلطة والا سكته قلبيه والا شلل خضتنا عليك وانت زي القرد أهو😂,1,0.6667,-1,-1,-2
339,C8,والله السجن و القمع لأمثال حمدين رحمة للبلد بعد ما أتكشف هو ورفاق النضال ٤سنين شوفنا القرف بسببهم,1,1,-1,-1,-1
341,C10,خش نام يا كومبارس الانتخابات و ملكش دعوه بالفلاحين ...,1,1,-1,-1,-1
345,C3,حج حمدين ام وجدي غنيم بتسلم عليك وبتقولك النهاردة كان في احتفال بافتتاح القناة الجديدة وعاوزة الطشت بتاعها,1,0.6429,-2,-1,-1
347,C5,وماذا عن المحتجزين في زنازين الانقلاب .. بينت على حقيقتك يا كمبارس,1,1,-1,-1,-1
349,C7,نفسي الاقي واحد من الانقلابيين يرد مش يردح  .. بس ماعندكم غير الردح .. الله لا يحرمكم السفالة,1,1,-1,-1,-1
350,C8,دا انت مش عامل فولو للريس يا حمدين!!ولا تويتة عن قناه السويس و الفرحة ال في البلد!!النبي اتوكس والعب ف خرة الاسد,1,0.6429,-2,-1,-1
352,C10,انت اكبر واحد منافق معاكم معكم عليكم عليكم خاين لمصر,1,1,-1,-1,-1
355,C2,ليا النعمه لو جمال عبد الناصر يعرف انك هتفضل تتمسح في اسمه والا كان عمل ثورة والا كان ثار😂😂😂 انت راشق في أي سبوبة يا عاطل,1,1,-1,-1,-1
358,C5,""" لو مش مأثر عليك البرسي شوف مين الي بيتكلم إنجليزي الدكتور و العر# و إذا بتسمع من باسم سوسته دي مشكتك""",1,1,-1,-1,-1
360,C7,"""مش بقولك البرسيم عمل عميلوة  بوريك مقطع ععلشان تفهم لكن نتائج تحاليل الكائن السييساوي متجيبش اكتر من كده""",1,0.6667,-1,-1,0
362,C9,جرائم عبد الناصر يا حمدين نا ندمان اني انتخبتك وندمان اني كنت في حملتك  منك لله حسبي الله ونعم الوكيل,1,0.6667,-1,-1,0
363,C10,اول واحد بدأ الخراب هو عبدالناصر بتاعكوا ده ... جاتكوا القرف,1,0.6667,-1,-1,-2
365,C1,كلب العسكر,1,0.7143,-2,-1,-1
366,C2,"""ضيعتوها يا خونة  ولكن ربك قادر يدير دائرة السوء عليكم ويجعل تدبيركم تدميركم   يا بايع مصر من اجل الكرسى""",1,1,-1,-1,-1
367,C3,الله يلعنك ويلعن كل واحد برقبته دم بريء انتا سببه,1,1,-1,-1,-1
369,C5,في إنك إنسان كذاب ومدعي وبترمي إتهامات بالباطل على ناس شرفاء ووطنيين يا أستاذ,1,1,-1,-1,-1
370,C6,قطه ؟ لأ وكمان طلعت حقير مبتعرفش تتحاور,1,1,-1,-1,-1
371,C7,انا عمرى ما شفت حد بيتكيف من الشتيمه كده انت راجل هزؤ جدا,1,1,-1,-1,-1
373,C9,دخيل شعاراتك يا كذاب يا قومجي ,1,0.6429,-1,-1,-2
374,C10,السيسي هو الارهاب وما حصل انما هو ردة فعل من شعب غاضب,1,0.6429,-1,0,-1
376,C1,تيجي نجرب معاك كدة ونشوف .. متتهد بقي ربنا يهدك يا راجل يا فاشل,1,1,-1,-1,-1
378,C3,اصله هيقرفنا ويقعد يفتي,1,1,-1,-1,-1
379,C4,طب خشي عالمطبخ ياعجله شوفيلك حاجه اطفحيها ما ينفعش بتخنك ده تقعدي من غير أكل يا ملظلظ انت يا كايدهم,1,1,-1,-1,-1
381,C6,يا ملظظ انت يا مكلبظ يا ابو ليه يا جميل,1,1,-1,-1,-1
383,C8,هاهاهاهاهاهاها ماعلش جيت عالجرح يا كلبظ,1,1,-1,-1,-1
384,C9,مرسي نجح ب٥٢٪يدوب مجموع دخله السجن ،، انت جبت ٣٪ نوديك فين ؟! يا دوب عند داعش ف العراق  ربنا يوعدك  بواحد داعشى يروقك كده,1,1,-1,-1,-1
385,C10,يا فاشل .. هتفضل زباله طول عمرك و عمرك ما هتنضف .. أحب أفكرك بس إن الأصوات الباطله كانت أكتر من الأصوات إللى أخدتها فااااااشل,1,0.6667,-2,-1,-1
387,C1,"""بطل هري وياله علي عنبرك يابلحه ميعاد الحقنه جيه😂😂😂😂 انت جي من بره والا جوه يابلحه😜😂😂عدونا هو انتم ياشويه خونه يابتوع البطاطين""",1,0.7059,-1,-2,-1
390,C4,عاوزين تعملو شو بطولى على حساب مصر وجيش مصر لو فلسطين فيها راجل يحارب اليهود ويورينا,1,0.5882,0,-1,0
393,C7,خدلك اسنيكارز انت مش انت وانت جعان يا حمضييين,1,0.8235,-1,-1,0
396,C10,يا خائن يا منافق يا آفاق يا نصاب يا فاشل يا وصولى يا محلل  يا مجعراتى انت ضيعت مصر بلدك و بعت دماء الشهدا اترك فلسطين لرجالها,1,0.7059,-1,-1,-1
403,C6,الحد الأدنى ديه عجبتني منك الصراحه حسستني كده انك دكر ومكنتش هتسكت لو متمش إقالته😂😂انت بقي عملت ايه لما أحمد مكي ضرب موظف!!!,1,0.6667,-1,0,-1
405,C8,صباحي علي النت و الفضائيات ظاهرة صوتية حنجورية فقط لا غير او كما يقال ضجيج بلا طحين,1,1,-1,-1,-1
407,C10,بس يلا انت جاي تتكلم دلوقتي انت حيوان,1,0.6667,-2,-1,-1
410,C2,"""هذا الحمدين اصبح دميه في يد العسكر والامارات بس انفضح تدليسه على شتى اﻻصعد كنا فاكرينه مناضل ثورى طلع متواطئ$$""",1,0.6667,-1,-1,0
411,C3,حمد الله على السلامه يا كومبرس عصرك وزمانك,1,1,-1,-1,-1
413,C5,"""حمدين سيبك من التطبيل $$الان طلعت الى اﻷضواء تانى ليه روحنا لحمدين الحزب وقابلناه وقلنا مش هقدر اعمل حاجه للمعتقلين""",1,0.6667,-1,-1,0
414,C6,"""الان الاعﻵم المصرى المناضل بدأ ينتقد في السيسي حاجه من الاثنين اما مسرحيه علينا او السبوبه خلصت فبيذكروهم""",1,0.6667,-1,-1,0
415,C7,خاين زيك ياعبده مشتاق,1,1,-1,-1,-1
416,C8,"""انت فين يا وسخ.  ايه اخبار رقم  الحظ ٣ معاك. ايه اخبار بنوتك النصابة. عيلة هايله""",1,0.6667,-1,-1,-2
420,C1,وللفلاحين ف ايه ياسطا,1,0.6429,0,-1,-1
423,C4,دا مابيخدش تعليمات ولا من مخابرات ولا مكاتب ارشاد ولا بيبتزه مستثورين كل هلاقتهم بالسياسه يسقط يسقط,1,0.7143,-1,0,-1
424,C5,""" فعلا بامارة المركز الثالث بعد الاصوات الباطله  اهو كومبارس لتكملة المشهد  هو خلص السبع تلاف جنيه وللا لسه""",1,1,-1,-1,-1
425,C6,خلصهم وقطر وتركيا بتبعتله حصه مع حصص الخرفان,1,1,-1,-1,-1
426,C7,"""اردوغان جزمته برقبة الكومبارس بتاعك وامير قطر راجل وعامل كرامه لشعبه في كل مكان  خوش الدرج يا سفنجه""",1,1,-1,-1,-1
427,C8,طبعا اوليا نعمتكم وتاج راسهم لكن هما وانتم لا ترقوا لاسفل حزمة حمدين..واخيرا ادرك انه حراق لكم ولايتام مبارك,1,1,-1,-1,-1
