,id,label,3-Class,6-Class,text
2895,1138566350815866881,0.0,C,C,@SufianSamarrai @2005_hammad لان السنة هم على الطريق السليم ولديهم الحجة لو حصل العكس وسكن سني وسط الشيعة بعد شهر راح يتسنن كل جيرانه لان اغلب الشيعة مغيبين عن الدين الحق
2897,1140288507648315393,0.0,C,C,"@N__F___S هذا الزي حسب خبري زي الأكراد
شمال العراق أو بسوريا"
2898,1139979412475129856,0.0,C,C,@m57110 @ogXRVrmo7eLdn1l اخونجي صوفي هذي حقيقته وليس سب فيه ولا ذم
2900,1139263902141861889,0.0,C,C,"معشر السلفيين الذين أصل حياتهم 
علم و عمل 
دعوة و اصلاح...
أصبحت صفحاتنا كلها قيل و قال و فتنة المفرقين و سياسات فارغة..."
2901,1115218904241049600,0.0,C,C,@Fa21too @dar_kalemat المشكلة انه ملحد و يتلكم عن النفس! و المشكلة الاكبر لو ما ادري انه ملحد كان حسبته صوفي من شدة الروحانية بكلامه🌚 شالسالفة نيتشه؟
2902,1115507554862469122,1.0,H,RG,"@o_salim2014 @abdullah_alj11 @YlEcoIcKBiv8C2x لعن الله المشركين
الصوفيين
وانت حدد موقفك ان كنت تصدق هذا الدجال فانت مثله عليك لعائن الله يا كلب الحبيب ياصوفي"
2903,1149104868382191617,0.0,C,C,@SJA_2030 كذا حنا العرب متناقضين جدا
2909,1152722712340717568,1.0,H,GH,@n880dd @RAl_Kahtani جايز لكن بعض الحريم اذا تناقشهم مافيه فايده يعني انا اتناقش مع شخص مقتنع تمام الاقتناع المرأه لا ينفع معها نقاش او غيره افضل حل هو التطنيش لان فعليا غالبية المشاكل سخيفه وخياليه لا وجود لها فمافيه َشكله مما يعني عدم وجود الحل اصلا
2910,1139306877710454784,0.0,C,C,"@AL_haila511 في هذا المنشن
سترى حقيقة حواء المسكينة😬"
2912,1141100925362327559,0.0,C,C,@SaeedAlSaifi @Vip1Nawaf @HSalalawi @MaythamNajm زين وين المشكلة سني اباضي وين المشكلة نشر المذهب السني شو المشكلة حسستني انه نشر المسيحية
2913,1114652784593387521,0.0,C,C,@mzoonmmohamd @7naax @BNKSA13 برضو، مافهمت وش تبين توصلين له؟ مو كل الشيعه ناس مو كويسين، ومو كل السنه ناس كويسين. هذي عنصريه وتمييز ماله داعي ويخالف مبدأ التسامح والتعايش اللي حتى ديننا الاسلامي حث عليه
2914,1140951794610311168,1.0,H,NH,@cRZs0CaJFTJci0M الكويتيين احقر شعب والله صدقيني  النذالة الي عندهم معند حد !
2920,1158782310113775616,0.0,C,C,@SPEAKINGQ ليس هناك أطيب ولا اخف نفس في الدنيا من المصريين .. شعب قلبه طيب
2921,1170093503629672448,1.0,O,O,@malak61796743 @llixliip يلعن ام التخلف والرجعية اللي فيك ! تترك اصلها وفصلها بسبب انه ما عجبك يا لحجيه والله يا البدو ولهجتهم انها افضل منك يا بقره ! انعدام الثقه هذا بارك الله فيك اتركيه ولا تحاولين تنشرين هذا الشيء يا امعه 🥰🥰
2922,1174406301453049856,0.0,C,C,توجد قصص منسوبة للصحابي عمر بن الخطاب هي في الأصل للقديس المسيحي بطرس الرسول
2923,1143280444437409794,1.0,H,EH,@k1n_9 عساه بالشلل الرباعي اللي يشل ايديه ورجليه الخنزير عساه بالمرض اللي يتمنى الموت منه ومايموت لعنة الله عليه الحقير..الشوام أنجاس حاقدين حتى على أنفسهم أعوذ بالله
2925,1147409534832586752,0.0,C,C,"#افضل_مشهور_مصري
المصريين حتى لو اشخاص عاديين تجذبك طريقة كلامهم وتعبيرهم عن مشاعرهم وسواليفهم
.
نادراً ما تلقى فيديو مصري وتستثقل دم اللي فيه
.
شعب خفيف دم بالفطرة"
2926,1142866117561597952,1.0,H,NH,@sabqorg فلسطيني   كلب  وخاين   مثل اليمني
2928,1171900850131951616,1.0,H,EH,@AvichayAdraee انا لبناني وبحب اعرفك انو انجس شعب هوًالشعب العربي يا حثالةًالقوم انت شوف كيف خلصتو على بعضكم يا أولاد القحبة يا عرب اتركوا اليهود همً قدوة صالحة
2929,1144335645235720193,1.0,H,RG,"@Bd_H_Ashkanani مرة شفت مظاهرة من اقل من ١٠ اشخاص ببولندا يعترضون على وضع علم للمثليين مقابل كنيسة ؟
.
فيه نبذ، لكن اليهود نجحوا في توجيه المجتمع المسيحي نحو الالحاد والانحلال والشذوذ ، ولا يوجد مسيح اقوياء يوقفونهم عند حدودهم"
2934,1155622593178820608,1.0,H,NH,@Maha_alomary الله يلعن هالكرش الي كله ربى يالكلب الفلسطيني ياناكر الجميل تف عليك وعلى أشكالك يالحقير جعلكم الفقر لين تموتون زي الكلاب والله انه مقدية فيكم اسرائيل خلها فيكم تدوسكم زي الكلاب
2936,1143650492855328769,0.0,C,C,@arabqoute يمني حوثي  أو لبناني شيعي من أهل المقاومة
2937,1114266727813140482,0.0,C,C,@HARB_SN الحياء شبعة من شعب الإيمان  .... و هناك الكثير من اخوتنا و بنتنا شرفونا و رفعو قيمة الفتاة السعودية في محافل و منصات عالمية و دولية و لم تنزع حجابة
2939,1174888623847530506,1.0,H,RG,@Amos_Alsalem يايهودي ياملعون لقد لعنكم الله ولعنكم نبيه عيسئ عليه السلام يامجرمين ياقتله الانبياء لقد حان زوالكم وسنطهر الارض من رجسكم قريبا انتظرونا
2940,1158142642846408711,0.0,C,C,"@bujassem1122 الشعب القطري شعب مسلم و له كامل الاحترام و الحج فريضه ع كل مسلم و السعوديه بلد الأمن و الأمان

وحكومتنا تخدم كل حجاج بيت الله من شتى اقطار العالم .."
2942,1138361868798648320,1.0,H,NH,@fayez_malki اخ فايز من اللي قالك انا نحترم اللبنانيين بالعكس الا خونه ومتخلفين وهذا اللي انت تخاطبه عينه منهم ويمكن انه اقلهم حقد وكراهيه للسعوديه. لابوهم لابو ستين كلب
2943,1150906004864942081,0.0,C,C,"@lllIIII501 @BntMt3b_Q8 @Almajlliss أنتي من ديار البدو والله ماأظن 
تري عيب مثل هالكلام ومايجوز وروحي الله يهديج أقرئي كتاب علم وتثقفي أو كتاب الله تأخذين حسنات عليه بدال الهمز واللمز وسوالف خرابيط لاتودي ولاتجيب 
ي بدوية 👈 ماأظن .."
2944,1162669709457854464,0.0,C,C,"@E1O7yCX11uIdjTS @dormantactress @stMYvMK31kA4tsj @othmanmhmmadr البربر نوع من أنواع النسيج البشري مثله مثل العرب والتُرك وغيرهم
لايكون تفكر كلمة "" بربر "" عيب ونقص !

والبربر لهم فضل كبير في انتشار الإسلام"
2946,1150555020557000705,1.0,O,O,"@h6mas اكلي خرا 
الكويت تاج راسج زباله"
2947,1169619483440422913,0.0,C,C,أعلنت نقابة المعلمين الأردنيين على صفحتها على الفيسبوك عن توقيف 18 معلماً في المراكز الأمنية على إثر الوقفة الاحتجاجية، ورفض تكفيلهم. #مع_المعلم
2948,1131286294024339457,0.0,C,C,@Eng_Mahmoud_93 @alnassar_kw @bip_ksa الاعلام لا يعكس الصورة الحقيقية و تويتر مزيف من يشاهد الحسابات الوهمية السعودية يظن الشعب السعودي ليبرالي ملحد لكن من يعيش بالسعودية يدرك انه شعب سلفي محافظ والحمد لله تعال السعودية وشوف
2949,1141109261088493568,0.0,C,C,@AwadBinTwalah @almukhtari2015 قررت اسير شيعي دينهم فله وضحك🤣
2950,1121198684539105280,0.0,C,C,"@a_albander انتم ما في مشكلة عندكم في تمجيد حتى اليهود 
فايش المشكلة في تمجيد الخلافة العثمانية"
2952,1145734832837877761,0.0,C,C,@sabqorg غبااءءءءءء الكل صار يايد القرارات الي بصالح المراءه وقام جاب هالسالفه عبالهم مسوي شي ونافع الحريم بحقوقهم اذا فيهم خير يوظفون الخريجات القديمات حق المطلقات والارامل يعني كاننا نشتكي كل فتره اننا مانزور المقابر !!!
2953,1130181862905778176,1.0,H,EH,@Ania27El العرب.شعب همجي فوضوي.غبي.حثالة..جحش
2954,1117531842280923136,0.0,C,C,"@kangarooNINE @RTarabic واضح انك تعاني من شعور الدونيه من القصمان  😅
  .. اخي طهر قلبك قبل ان تطهر البايو الذي يحمل كلمة التوحيد 
فأنت في بلد فيه من اللهجات والاعراف ما يختلف عن مستوى ثقافتك
 وانصحك بالتواضع وابتعد عن صفة (الكُره) و استقباح الآخرين وذمهم .
ولعلمك انا افخر بقصيميتي ولهجتي فهل  تتأدب؟"
2959,1138798476274409472,0.0,C,C,@bwjb_ww شفيكم على المصريين ترى شعب طيب وخفيف الدم وشعب يحب الكويت وماقال شي عبر عن طبيعة الجو وماله علاقة بالكويت
2960,1162469193792577542,1.0,H,RG,@Qaid01215077 @EdyCohen مافيه حاكم شيعي مخنث من ايران حكم دوله وافلحت كلهم عيال حرام والعراق ماراح يرجع والروافض يحكمونه
2963,1137266853708029953,0.0,C,C,@Sea33018910 @yahyaAlnaaabi @oman_event من يشهد ان لا اله الا الله وان محمد رسول الله صل الله عليه وسلم وان الكتاب المقدس هو القران الكريم وان الله هو المعبود ولا احد سواء فهو مسلم مهما كان مذهبه اباضي سني شيعي كلنا مسلمين ومسلمات
2964,1125548738053718016,0.0,C,C,من أنتم حتي تصورون العماني بهذه الصورة المهينة في مسلسلات تافهة لا طعم لها ولا قيمة  #لا_موسيقى_في_الاحمدي
2966,1138560722303180802,0.0,C,C,@ofirgendelman أصلا شركة فورد مؤسسها ومالكها يهودي أمريكي..
2968,1164497378851852288,1.0,H,RG,@alnadr700 @badr_alsadi كل زق يا سلفي يا بدعة من يكفر البدو وينشئ البغضاء بين الشيعة والسنة عدو حقيقي حذياني ما يسواها بن باز تاجر الدين
2970,1143664018244194306,1.0,H,GH,@bmwfj4srt الله لايحطني بيديكن ياذا الحريم
2971,1150175112257245184,0.0,C,C,@drkksaksw @mohsaud08 @IsraelintheGulf كيف هم أعداء ديننا. موب على كيفك... ديننا للعالمين ، والرسول حارب الظالمين منهم مثل ما حارب قريش... ولا يعني انه اصبح كل يهودي عدو الدين
2974,1175034497454227457,0.0,C,C,@M_A_J17 حنا القصمنج مهضوم حقناا
2976,1170446287663226881,0.0,C,C,الاولاد يكبرون بسرعة، فأجحجز مقعدك مع كبار السن بمجرد أن يولد ابنك الأول!
2977,1140939109424390144,0.0,C,C,"@yousufalboloshi توزيع الاراضي عفا عليه الزمن .. لا يوجد تخطيط حضري يعتمد على أسس علمية مثل أوروبا ... 

مدن سيارات وليست مدن بشر ... ياخي تعلموا من الدول الأوربية كيف تخطط قراها ومدنها بدل الهفسة والعشوائية الي عندنا في الخليج !!"
2978,1133863903409184768,0.0,C,C,ان سالوك عن المرأة فقل لهم هي روح وليست جسد هي رحمة وليست سذاجة هي طيبة وليست غباء خلقها الله ملاذا لآدم وجعل في القرآن باسمها سورة وهي وصية،النبي في عنق كل رجل استوصوا بالنساء خيرا لكي الفخر يا حواء
2979,1171210227187933185,0.0,C,C,قيام الليل وصلاة الفجر كالحرب لن تجد فيها إلا الرجال ❤️
2980,1148665300679823360,0.0,C,C,@Chaouali1970 بكل أمانة لا تستحقون الوجود في كأس إفريقيا : حتى التأهل جاء 1-1.  كما قال أحد المعلقين أعطني حظ التوانسة وارميني في البحر
2981,1115367090980937728,1.0,H,RG,@dw_arabic العن ام السلفيين اصحاب اللحى المقمله .. ظهير الطغاة والمستبدين .. هم سرطان الامه ومطية الاستعمار
2982,1137440088269438977,0.0,C,C,@SalemZahrani1 @ask_alshargiy صحيح لسنا مجتمع ملائكي..ولكن العفه والشرف والحياء ميزة المسلم الحقيقي وكارثه اذا الشخص متزوج هذا الخطا يهدم اسره قبل مايهدم المراءه والاستمرار مع هذا الرجل معناته الرضى بمايفعل وكانه امر وخطا عادي ..وجهة نظري الحر لا يقبل بهذا الامر والحره بنت الحر لاتقبل ...
2983,1127723470601764874,0.0,C,C,@YusefAlwa اصل العرب والعالم كله هي مكه
2985,1118469278884343814,0.0,C,C,@GamalSultan1 @ramzan_alnaimi كل ماذكرته للعالم المسيحي فقط اما العالم الاسلامي فله الخرب والقتل والتدمير
2988,1176557020427771908,1.0,H,EH,@Dkamshli @mntsren لعنة الله على الاكراد ومن وشد على ايدهم خونه جرذان بلا وطن ولاشرف
2990,1145405056071680005,1.0,H,NH,@zamilalhajri @MFATurkeyArabic يا سعودي يا حقير انتم سبب الفتنة و الشر في ليبيا،، لعنكم الله.
2991,1133521026472665089,0.0,C,C,@a_altamimi11 النصر يحتاج مدافع من افريقيا وخاصه من المغرب العربي لاعبيه يمتازون بالقوه والمهاره
2992,1143292857274589189,0.0,C,C,"مواقف مشرفة للكويت في دعم القضية الفلسطينية،والتي ما زالت مستمر منذ القدم وحتى وقتنا الحالي، مواقف لم ولن تنساها أجيال فلسطين، ولذلك لا ألوم الشعب الفلسطيني عامة والوالد والوالدة بشكل خاص على حبهم المفرط للكويت والحنين لطفولتهم فيها..

#يسقط_مؤتمر_البحرين"
2993,1157665251145506817,0.0,C,C,@IraqiSpirit د. أمير شجعوا زملائك المتفانين لخدمة شعب العراق المستغل من السياسيين ان يتحدوا ويتصدوا ويقودوا انقلاب عسكري لنجدة العراقيين (هل خلت العراق من الرجال؟؟؟)
2994,1136668185216868352,0.0,C,C,"@ahmedosman400 بتحصل حتى من بعض المصريين الكويت كذا والسعوديين كذا التونسيين كذا 
بتحصل عند كل الشعوب كل شعب يحب نفسه الشعب المختار ولو عملوا بالاسلام لكان مقياسهم لا فرق بينهم الا بالتقوى"
2995,1138546750673883136,0.0,C,C,@S__AR9 صدقيني مررات احسسها بجوده يكفي ، الحمد لله ابي دائما ما يجعلنا نشعر بأننا نستحق الأفضل ، وحتى في أدق التفاصيل وهذا أثر في شخصيتي وطموحي وفي حياتي الاجتماعية ايضا ، الله يحفظه لنا ويحفظ كل اب لأولاده ،  لأن فقد الاب كسر لا يجبره أحد مهما كان  حتى وأن كان من فئة الذكور يأثر فيه
2996,1140366852478181381,0.0,C,C,"@drreem1416 @Talwee7a @AlmosaferGuide .
الكويتيين ما شاء الله
طوال السنة تحصلهم في لندن 😁👏"
3000,1172110990311378944,0.0,C,C,"من وجهةنظري الشخصيه
فلسطين
قضيه فلسطينيه واتمنى ان لأ تسمى بقضية العرب الأولى لأن هذه التسمية خلقت لها الضعف والتشتت والانهزاميه
الفلسطينيين شعب عربي أصيل وقوي وقادر أن يستعيد أرضه عاجلا أو آجلا
ومن أراد أن يساعدهم عربي كان أو اجنبي مرحب به دون أن يتدخل فيهم"
3002,1171551689184296960,0.0,C,C,@emsoooos @Homs_dream @abdulr7man_da هههههه ماشاء الله احب اشوف زواجات الشوام فيها أل فة عجيبة بينهم وفرح وورد ، الله يديم محبتكم وألفتكم وترجع شامنا حرة أبية ❤️🌷
3003,1126985826070618112,0.0,C,C,معليش هاليومين رح اتحجى كويتي وايد تعرفون تأثير المسلسلات.
3005,1123991665851686914,0.0,C,C,@NidalSabeh حتى فترة قريبة كانت الامارات والسعودية تدعم الاخوة الاكراد ويقولون من حقهم ان تكون لهم دولة بينما أردوغان كان يحارب حلمهم بتشكيل دوله، ليس دفاعا عن أحد ولكن فقط للايضاح
3006,1137522339040628737,1.0,H,GH,@HANADI_sk ابوك اللي جابك ابليس انتم مريضات وقليلات تربيه اقسم باالله ماالوم الجاهليه يوم كانو يدفنون البنات احياء قليلات عقل وناقصات دين وتربيه
3007,1146568803779842049,0.0,C,C,"@zxaiiop @Nada_yafei رديت عليها عندما ذكرت الرجال 
اما النساء حدث ولاحرج 😁"
3008,1147135957667373057,1.0,H,EH,@Ania27El الاكراد انجس من اليهود واخطر من البوذيين والعن من الشياطين الله يلعنهم دنيا واخره
3010,1136396019472748549,0.0,C,C,"@solamin33 @alnnaseh1 انا شيعي من الاحساء لاتوحد اي مخالفه هذا اول شي
الشي الاخر بالنسبه لرؤية الهلال لابد يكون فيها الاطمئنان
حنا الشيعه عندنا مباني فقهية شرعيه لروية الهلال"
3011,1162704760308453376,1.0,H,GH,@vip_66_5 انا اكشتفت ان البنات يرضعون جزمه مثل وجهك، انني جايه عندي و جالس اتفل عليك وانتي مفروض تنقلعي
3013,1154177030524678145,0.0,C,C,الحين حتى العيال عندهم بوتيك ؟ عجيب والله
3015,1152688109659836416,0.0,C,C,@Anen_vip ف اوروبا مسمين الجزائريين البربر
3016,1127350509835313154,1.0,O,O,@f6tim6h99 كلي زقك بترابه ي كلبه ي جزمه اجل تبررين للعاهر ذا؟؟وتحطين الغلط على البنت؟من وين تبغينها تمر؟هو جاء لصق فيها بس واضح انك عبده من عبيد الذكور لو الموقف ذا صار لك م كان تفلسفتي وكان حطيتي خرا وجزمه بفمك وسكتي والعاهر ما يبرر له الا واحد عاهر مثله وجزمه
3017,1169742221433872385,0.0,C,C,@5Mem3 انا من جدة بس بدويه الحمدالله ميكس بدوي على حضري لخبطت ابو اللهجات على بعض
3019,1159189203965681667,0.0,C,C,@manaeer100 @news_qassim انت كلامك وجهته للكل..و المملكه العربيه السعوديه ديرة كل سعودي و سعوديه سوا قصيم او رياض او غيره صدق فيه ناس يكرهون القصمان بس بعد فيه قصمان يكرهون اَي شخص بدوي او قبيلي يعني بالحالتين عندكم ناس كثير يكرهون البدو و هذا شي من زمان و بنفس الوقت فيه بدو يكرهون القصمان..
3020,1169377647094378498,1.0,H,NH,@ALgenral1818 @jallad_na5ani5 ليس بغريب على هذا الجنس ان ينقلب ضد من ناصره الغريب ان نثق بالجنس اليمني هؤولاء ليس فيهم معروف و لا صداقه شعب اخبث من الفلسطيني ليت لي سلطه اقسم بالله ما اخلي جنس يماني في السعوديه و اغلق الحدود بالنار لن يحترمك العالم و انت تجامل سفله
3022,1175860672665706497,0.0,C,C,@NAmrabat53 كنت اظن لايوجد اكرم من السعودي لكن بعد أن عاشرت المغاربه وجدتهم فايتينا في الكرم تحياتي لك ياللحيه .
3025,1114945993915674624,0.0,C,C,"انت سني ؟ شيعي ؟ صوفي ؟ ليبرالي ؟ مطوع ؟ علماني ؟ مايهمني .. 
اللي يهمني شي واحد .. مدام كلنا نعبد الله ونحب الوطن .. نشيل العنصريه والطائفيه على جنب .. ونكون على قلب واحد .. وشعب واحد .. وربنا واحد ☝🏻🌹 وعاشت بلادي حرة أبيه .. 
#اسقاط_القروض_لليوم_124 
#شي_لا_يمكن_التنازل_عنه"
3028,1149467279391723521,0.0,C,C,الحق ينقال يعني لو كل البنات مثلي كان الدنيا بخير.
3029,1144329038607147013,0.0,C,C,@Lula2M انا افريقي ولوني أسود نفس لون الكعبه المشرفه
3030,1142925051135741958,1.0,H,GH,"@3lomc0m جنس النساء جنس قذر إلا ما رحم ربك وقليل ماهم..
اسحبي عليهم السيفون 😷"
3031,1150548767101333504,0.0,C,C,مريت العيال واحد واحد  والحين خليت كل واحد يرجع نفسه ويسوق بالسياره لان مالي خلق والله وتعبت
3032,1117787214149238786,0.0,C,C,"@Abd_arrahman_S قال الشيخ ابن باز ""المهم أن تكون الدعوة سلفية على طريق الصحابة رضي الله عنهم وأرضاهم وأتباعِهم بإحسان""  ولم يقل طريقة احتوائية تمييعية تضم المخالفين وتقصي السلفيين الواضحين المحسوبين عندهم من الغلاة"
3034,1141118102203260928,0.0,C,C,@EpassportGovSa هل تستطيع الام السفر مع بناتها للبحرين في حالة كونهم مضافين على جواز سفرها ام يجب فصلهم (الجواز يمني)
3036,1168616423477960705,1.0,H,EH,@ek_urfi انا ملاحظ كل ما اجلدك بموضوع تروح تغيره وكان موضوعنا يتكلم عن انك واجدادك من فرسان العرب لكن اخرتها طلعت امازيغي بربري كذاب مرتزق
3037,1153608208646361088,1.0,H,NH,@TheGee00 @iixz1111 تركيزك اولا على جمال الوجه قبل كل شيء يدل عهر عقليتك، اما الابله لؤي هو مايؤكد كلامي على ان الفلسطينيين شعب نمرود و جاحد، غزو الكويت وتأييدكم لصدام واحداث ايلول الأسود بالاضافة الى سفالتكم الحاليه
3040,1161039139761995776,0.0,C,C,@Sary_q8 يقولون البدو لاتضحك الا على مصلي وصايم👌🏻
3043,1180148838780358658,1.0,H,GH,#سكن_المراه_بدون_محرم نصيحة لأصحاب الشقق لا تتعامل مع الحريم و تأجر لهم .. تراهم في الغالب مثل البزارين ما تأخذ منهم لا حق و لا باطل..
3044,1128810513964634112,0.0,C,C,"@Fealsora انصحك ان تترك التاريخ لناسه وانت خلك على الفن والطرب و التمثيل 

بس السؤال هل معك مشكله مع العرب مع ان اكثر اهل الاندلس مش عرب يا عربي"
3045,1163728139761201152,0.0,C,C,ياشعب مصر الكريم لايخدعنكم جنود ابليس انتم شعب معطاء رغم قساوة الظروف عليكم وتذكروا ان الشعب السوري اخوانكم في الدين ( أنما المؤمنون اخوه )  #السوريين_منورين_مصر
3048,1174451091091742721,1.0,H,EH,@RM23715817 شكلك بدوي عنصري حاقد على ال سعود اسلوبك مقزز تبي البدو يحكمون عشان يورونك الظلم والاختلاس والجهل صحيح الحمد لله انه عارف قدركم والقبايل مهوب بدو وبس
3051,1150876684792553472,1.0,O,O,@uae_3G @SarahD والله الجنس ابوك لابوك لابو جنسك الوصخ بالنغل يا نعال اتفوه عليك الكويتيين راح يدوسونك دوووس تعرف من الجنوس بوعلايه امشي خره عليك يا ابن العاهره
3052,1113941581898362880,1.0,H,NH,"@mouha_213 @NacerMustapha1 الإمارات من أقذروأرذل وأحقرالدول العربيه على الإطلاق إضافة إلى السعوديه
#وجهان لعمله واحده
عملهم تخريب وفكفكة الدول العربيه
هم أحقرمن اليهود"
3053,1136113884983713793,0.0,C,C,السلام عليكم ورحمة الله وبركاته             حياكم الله                                          اخوتي السلفيين                                     كيف حالكم عساكم طيبين
3054,1150187721970860032,0.0,C,C,"زمان الحريم 
اذا سألوا البنت أنتي مخطوبه؟ 
ترد بصوت خفيف لا 
وهي منزله راسها من الحياء 
الحين يسألونها أنتي مخطوبه؟ 
تقول لا عندكم عريس؟ 🌝😂🏃‍♂️😂😭

 #البنزين"
3058,1159964782327410688,0.0,C,C,@BoseyX3 @MA90816794 عز الله ان المره عدوة المراءة الاولى سبحان الله محد دلعك خلي غيرك يتهنى عادي لو ١ من مليون راضين
3062,1122282313038090241,0.0,C,C,@YouessFarhat @Mo7ah10203 ما الفرق بين السنة والشيعة من وجهة نظر الشيعة
3064,1164543297676877826,1.0,H,NH,@ajplusarabi هذولا المصريين شعب اغلبهم صار قذر و بدون رحمة و كرامة
3065,1154903053633540098,0.0,C,C,@7lmoon القصمان اجمل الناس خلق وادب
3066,1132072174985076736,0.0,C,C,@Shmook__123 الله يفرجها عليكم يااهلنا في اليمن الشقيقة  الله ينصر الجيش اليمني وتنحل جميع مشاكل اليمن بنصرهم اللهم امين اللهم امين اللهم امين يارب العالمين
3067,1161384538980982784,1.0,O,O,@sherifelhellow @RassdNewsN عديم النخوة والرجولة اللي مثلك ماينتظر من ورااااه خير عديم الشرف إذا إنت بعت شرف أمك وزوجتك وأختك اذا إنت سمحت لنفسك بالتطاول على أعراض ونساءالمصريين فماعليك شرهة يا بايع عرضك وأرضك أكيدعادي عندك أعرف إن الرجال لايخوض في أعراض النساءلكن إنت بعيدعن جنس الرجال ولاحتى النساء بالهوية
3068,1153358031847153664,1.0,O,O,@uae_3G لن تلد النساء أحقر منك ولا يوجد أخس منك ياخسيس لا أحد سلم من لسانك القذر الله يلعن أبو من رباك يازباله 🖐
3069,1153753299130245120,0.0,C,C,"كل شعوب العالم
اذا سافروا
واسألوهم
وش جنسيتك
علشان يتفادى المشاكل
يقول انا عماني
لان البلد الوحيدة في
العالم ما عندها مشاكل
مع الدول😅❤️🇴🇲❤️"
3070,1126999941908500482,0.0,C,C,"شرفني في منزلي المتواضع الدكتور بشار مطهر رئيس الإذاعة والتليفزيون اليمني السابق و الأستاذ هيثم الشوكاني(القنصل اليمني السابق في بريطانيا)

كانت ليلة جازانية رمضانية ج بامتياز،  عملنا ميكس بين الأكل الصنعاني و الجازاني.."
3072,1120460906901721089,1.0,H,EH,@khkobani @yahya1980 كلهم قذرين الأكراد حمير اليهود و الأتراك العلمانيين  حمير أوربا !!
3073,1137432309882335232,1.0,H,EH,"@3abdenoo @X_USIN @Rimarimatidz @AhmedSa2a_ @FilGoal الافارقة اختصاصهم سحر الملاعب
شوفولنا لعنة فرعونية ممكن نشتريها منكم"
3074,1144378774278029316,1.0,O,O,"@AJABreaking وبعدين بيجي حماااار 
يقولك عراقي شيعي و عراقي سني .
هذا العراقي طول عمره عراااقي."
3082,1178441953064570880,0.0,C,C,@ali0270201 شروط الطلاق صعبه ولا يتحقق الطلاق الا بوجود شاهدين عادلين ومع هذه الشروط لايتحقق الطلاق ثلاث مرات الا بصعوبه هذا في فقه الشيعه
3083,1155227547384385536,0.0,C,C,@goeen2019 صوره المراءه تخوف ربما مغشي عليها من مرض او نحوه
3084,1172657124494782466,0.0,C,C,"لماذا السمعة السيئة تؤثر في النساء أكثر 
من الرجال في مجتمعاتنا وعند الله لا فرق 
الذنب واحد ..!؟؟"
3085,1120455323028996100,1.0,O,O,@Torath8 @mashaiyki @K4CtAVap0IQVqs9 @madapoost @kasimf @Mehmetcanbekli1 لاتشغل مخك ياعفن انا حربي كل الموضع اني رديت على بنت الكلب الي تسقط على بلدنا رغم ملايين المصريين الي عايشين على خيرنا اعرف رايهم فيك ياديوث قبل تدافع عنهم ما سطاهم علينا غير امثالك ياعفن حكمك حكم الديوث اقسم بالله اني سعودي واتشرف في بلدي والي يغلط عليه ارد عليه بالمثل
3087,1122970926113542145,0.0,C,C,@MAR2013WAh بس دكتوره تري الدول عادة تمنع وتجرم تصدير الإناث لخارج الدوله . بمعني لو واحد فكر بمشروع في جلب وتكثير هذا النوع في الخليج يصطدم بقوانين الدول
3089,1113590607648296960,0.0,C,C,"@LaiLa_A_3 @y_m_1980 آولاً كـانت اليمن هي آرض السعادة وهي اصل العرب وبلد البركة ووطن الحكمة ولكن جار عليها الزمن بسببنا نحن بسبب آبنائها 
وان عانت الان ستعود كما كانت بإذن الله..
ولا مجال للسخرية ب الاوطان مهما كان وضعها في قانون الاحترام واصحاب العقول.
هناك الف مجال للفكاهة فدعوا الاوطان وشانها!رجاء"
3092,1152718804826435584,0.0,C,C,@baby_heart171 @mttiu9 كلامك صحيح الذكور حاطين الوصايه علينا ونسوا يطبقون السنه والاسلام عليهم وين تقصير الثوب والحيه ولا ياخذون من الدين مايشتهون
3095,1135992316710326272,0.0,C,C,@hilalSj9 بعدين من متي نحن في عُمان نعرف أباضي و سني الا لما نتو دخلتو عرض بيننا الله يرد كيدكم فيكم
3096,1166328955256934400,1.0,H,GH,"#اكله_يحبونها_البنات

أي شيء يكون بفلوس و من برى البيت وحبذا لو كان  غالي عشان التصوير والسناب 

لو كان أبو جهل عايش ماكان وأد بنات اليوم بس .. إلا كان رشهن بالكيماوي"
3098,1117162813401849856,1.0,H,NH,"@bufisal_salman @abdulrahman يشخر ي طعمية 
دي الكلمة مايقولها إلى المصارية ي قعرررر 
مسوي خليجي ي كلب الريال القطري 🤣
على العموم ي خلاية عزمي قذارة 
انبحووووو ليل نهار سلووووا ماكو 
مراعي ماكوووو🤣
الحل في الرياض ونتو صاغرين بعد غير كدة ماكو"
3100,1143623069212250113,1.0,H,RG,@salehalsaeed كل زق يا شيعي يا وسخ يا نجس تدافع عن دويلة قطر الارهابيه يا حمار  بس عارف انك ايراني متجنس خائن تفهوه على هالوجه يا طقعه
3101,1154167936489263106,1.0,H,RG,@Kuwaity__7r مافيه رجال يقبل اليهود هولاء اعداء الله وقتلة الأنبياء والاطفال
3102,1151633365533151233,0.0,C,C,@J7_22 @RBZW1 هي الي منها العيال 🤦🏻‍♀️.
